PRODUCT_LINK,PRODUCT_NAME,BRAND,CATEGORY,REGULAR_PRICE,DISCOUNTED_PRICE,SIZE,COLOR,FLAVOR,WEIGHT,DESCRIPTION,AVERAGE_RATING,NUM_REVIEWS,IMAGE_LINK,SKU,UPC,MFR_NUMBER,STOCK_LEVEL,SOLD_BY_3RD_PARTY,SHIPPED_BY,DATA_TIMESTAMP,DATA_YEAR_MONTH,RETAILER_CODE
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
